Shoreline
66.22815574104422
65.70771287125912
66.08095070939831
65.51542034755956
64.17564635612082
63.604459994630524
61.02393776533643
62.21552611706061
62.26994933783847
64.03739772274199
64.67866147168522
65.35399733213966
66.55566240396648
66.22159462194601
66.03288262479872
65.43017270826742
64.3337308644369
63.205162557882765
61.70120643802321
62.12622796679262
62.191104808987724
64.25708739672709
64.50436369257868
65.18989458141911
66.50865180288835
66.14783157307453
66.0397823609126
65.44240923111509
64.31103927187274
63.262478071231335
61.60399068335642
62.13904590363032
62.20242222360128
64.22555294325203
64.52938255262039
65.21345003791306
